customer_id,city,loyalty_tier,last_purchase_date,recency_days,frequency,monetary_value,R_score,F_score,M_score,RFM_Score,Segment
2037.0,Tartu,,2024-12-30,60,3,893.3000000000001,4,3,3,10,Loyal
2038.0,Narva,gold,2024-05-11,293,1,1484.2,2,1,5,8,Potential
2040.0,Pärnu,silver,2024-10-17,134,3,453.53999999999996,3,3,2,8,Potential
2041.0,Tallinn,bronze,2023-03-06,725,2,1275.25,1,1,4,6,At Risk
2042.0,Tartu,bronze,2024-09-29,152,2,147.0,3,1,1,5,At Risk
2044.0,Tallinn,bronze,2024-11-13,107,3,419.37,4,3,2,9,Potential
2046.0,Tartu,,2024-11-22,98,7,1422.57,4,5,4,13,VIP Champions
2047.0,Tallinn,,2024-04-22,312,1,196.91,2,1,1,4,At Risk
2048.0,Tartu,bronze,2024-11-06,114,2,264.74,4,1,1,6,At Risk
2049.0,Haapsalu,,2024-11-03,117,4,1364.73,4,4,4,12,Loyal
2050.0,Paide,gold,2024-11-03,117,3,591.24,4,3,2,9,Potential
2051.0,Tallinn,gold,2025-01-12,47,3,956.89,5,3,3,11,Loyal
2052.0,Tartu,bronze,2024-10-08,143,3,1073.25,3,3,4,10,Loyal
2053.0,Tallinn,,2024-04-15,319,4,1198.6200000000001,2,4,4,10,Loyal
2054.0,Pärnu,,2024-05-27,277,4,913.91,2,4,3,9,Potential
2055.0,Jõhvi,bronze,2024-11-28,92,2,494.63,4,1,2,7,Potential
2056.0,Narva,bronze,2025-01-30,29,3,226.03,5,3,1,9,Potential
2058.0,Tartu,bronze,2025-02-17,11,1,312.26,5,1,1,7,Potential
2059.0,Tallinn,silver,2024-12-09,81,4,1044.97,4,4,4,12,Loyal
2061.0,Paide,gold,2023-04-19,681,1,57.08,1,1,1,3,Lost
2062.0,Viljandi,gold,2024-12-19,71,2,387.70000000000005,4,1,2,7,Potential
2063.0,Tallinn,,2024-04-02,332,1,81.48,1,1,1,3,Lost
2064.0,Tartu,gold,2024-08-20,192,4,900.95,3,4,3,10,Loyal
2065.0,Tallinn,gold,2024-07-23,220,1,45.21,2,1,1,4,At Risk
2066.0,Valga,bronze,2024-07-02,241,2,351.95000000000005,2,1,2,5,At Risk
2067.0,Rakvere,gold,2024-11-05,115,3,709.47,4,3,3,10,Loyal
2068.0,Pärnu,silver,2024-12-10,80,4,783.78,4,4,3,11,Loyal
2069.0,Paide,gold,2025-02-05,23,4,1310.02,5,4,4,13,VIP Champions
2070.0,Haapsalu,bronze,2025-02-01,27,5,1741.54,5,4,5,14,VIP Champions
2071.0,Tartu,,2024-05-15,289,5,493.20000000000005,2,4,2,8,Potential
2072.0,Tallinn,silver,2025-02-11,17,2,541.34,5,1,2,8,Potential
2073.0,Valga,bronze,2024-01-24,401,2,2233.7000000000003,1,1,5,7,Potential
2074.0,Tartu,gold,2023-09-21,526,3,1231.97,1,3,4,8,Potential
2075.0,Kuressaare,,2024-12-21,69,3,581.54,4,3,2,9,Potential
2076.0,Kuressaare,silver,2024-01-24,401,1,351.62,1,1,2,4,At Risk
2077.0,Tallinn,silver,2024-12-31,59,4,1632.05,5,4,5,14,VIP Champions
2078.0,Tallinn,gold,2023-09-08,539,3,659.35,1,3,3,7,Potential
2079.0,Tartu,silver,2024-09-21,160,2,187.20999999999998,3,1,1,5,At Risk
2080.0,Tartu,gold,2024-08-14,198,3,1063.2,3,3,4,10,Loyal
2081.0,Tartu,,2024-03-31,334,3,792.99,1,3,3,7,Potential
2082.0,Võru,bronze,2024-09-30,151,2,520.61,3,1,2,6,At Risk
2083.0,Valga,bronze,2025-02-27,1,2,605.69,5,1,2,8,Potential
2084.0,Tallinn,gold,2024-09-12,169,2,527.21,3,1,2,6,At Risk
2085.0,Tartu,gold,2024-12-25,65,4,606.26,4,4,2,10,Loyal
2087.0,Tallinn,gold,2024-08-04,208,3,936.1800000000001,2,3,3,8,Potential
2088.0,Tartu,silver,2024-09-10,171,1,439.66,3,1,2,6,At Risk
2090.0,Tartu,gold,2024-08-23,189,3,935.06,3,3,3,9,Potential
2091.0,Pärnu,bronze,2024-08-06,206,2,1216.95,2,1,4,7,Potential
2092.0,Tartu,bronze,2024-04-19,315,1,405.04,2,1,2,5,At Risk
2093.0,Tartu,,2023-12-24,432,4,1511.21,1,4,5,10,Loyal
2095.0,Kuressaare,gold,2024-02-05,389,5,1055.76,1,4,4,9,Potential
2096.0,Viljandi,gold,2024-05-18,286,4,1000.87,2,4,4,10,Loyal
2097.0,Valga,silver,2024-10-28,123,5,715.54,3,4,3,10,Loyal
2098.0,Tallinn,,2024-08-21,191,1,225.36,3,1,1,5,At Risk
2099.0,Kuressaare,silver,2024-11-14,106,5,1199.12,4,4,4,12,Loyal
2100.0,Tartu,gold,2024-04-12,322,1,80.39,2,1,1,4,At Risk
2103.0,Tallinn,gold,2024-08-26,186,2,312.33000000000004,3,1,1,5,At Risk
2104.0,Tallinn,gold,2024-08-30,182,4,1285.72,3,4,4,11,Loyal
2106.0,Jõhvi,,2025-02-02,26,3,692.29,5,3,3,11,Loyal
2107.0,Tallinn,bronze,2024-08-24,188,3,997.6400000000001,3,3,4,10,Loyal
2108.0,Tartu,bronze,2024-11-08,112,6,2169.41,4,5,5,14,VIP Champions
2109.0,Tallinn,bronze,2024-07-03,240,1,121.51,2,1,1,4,At Risk
2110.0,Tartu,bronze,2024-01-12,413,4,405.04,1,4,2,7,Potential
2111.0,Kuressaare,bronze,2024-10-26,125,3,1918.08,3,3,5,11,Loyal
2112.0,Haapsalu,bronze,2024-10-15,136,3,820.4200000000001,3,3,3,9,Potential
2113.0,Tallinn,gold,2024-05-19,285,2,189.08,2,1,1,4,At Risk
2114.0,Narva,bronze,2024-04-03,331,3,1037.37,1,3,4,8,Potential
2115.0,Haapsalu,silver,2025-02-15,13,6,1635.44,5,5,5,15,VIP Champions
2117.0,Tallinn,,2024-09-21,160,4,2215.73,3,4,5,12,Loyal
2118.0,Tallinn,bronze,2024-11-18,102,3,611.11,4,3,2,9,Potential
2119.0,Tallinn,silver,2025-01-08,51,6,1243.09,5,5,4,14,VIP Champions
2120.0,Valga,,2024-06-05,268,3,805.1300000000001,2,3,3,8,Potential
2121.0,Tallinn,,2024-07-06,237,2,302.84000000000003,2,1,1,4,At Risk
2122.0,Tartu,gold,2023-02-07,752,1,16.62,1,1,1,3,Lost
2123.0,Tallinn,,2025-02-25,3,3,983.6700000000001,5,3,4,12,Loyal
2124.0,Tallinn,bronze,2024-07-09,234,2,363.28000000000003,2,1,2,5,At Risk
2126.0,Pärnu,,2024-12-30,60,2,263.86,4,1,1,6,At Risk
2127.0,Tallinn,silver,2024-02-13,381,1,334.46,1,1,1,3,Lost
2128.0,Tartu,gold,2023-11-11,475,3,800.3199999999999,1,3,3,7,Potential
2129.0,Tallinn,,2023-12-12,444,2,197.7,1,1,1,3,Lost
2130.0,Tallinn,bronze,2024-07-27,216,3,941.0699999999999,2,3,3,8,Potential
2132.0,Paide,silver,2024-09-04,177,6,1806.17,3,5,5,13,VIP Champions
2133.0,Tallinn,bronze,2025-02-18,10,2,350.75,5,1,2,8,Potential
2136.0,Tallinn,silver,2023-09-25,522,2,1102.95,1,1,4,6,At Risk
2137.0,Tartu,,2024-07-11,232,3,674.3,2,3,3,8,Potential
2139.0,Rakvere,,2024-05-07,297,2,284.13,2,1,1,4,At Risk
2140.0,Tartu,bronze,2024-11-14,106,1,451.62,4,1,2,7,Potential
2141.0,Kuressaare,,2024-09-14,167,3,678.09,3,3,3,9,Potential
2142.0,Tartu,silver,2024-10-26,125,4,572.59,3,4,2,9,Potential
2143.0,Narva,silver,2024-07-23,220,7,1863.9699999999998,2,5,5,12,Loyal
2144.0,Narva,,2024-12-18,72,1,210.76,4,1,1,6,At Risk
2147.0,Tallinn,silver,2024-12-15,75,1,558.86,4,1,2,7,Potential
2148.0,Rakvere,bronze,2024-11-13,107,1,411.78,4,1,2,7,Potential
2149.0,Pärnu,gold,2024-06-28,245,2,543.76,2,1,2,5,At Risk
2150.0,Paide,,2025-02-17,11,1,229.55,5,1,1,7,Potential
2151.0,Pärnu,,2025-01-01,58,1,446.95,5,1,2,8,Potential
2153.0,Pärnu,,2024-05-05,299,2,397.71,2,2,2,6,At Risk
2154.0,Viljandi,gold,2025-02-18,10,66,20726.79,5,5,5,15,VIP Champions
2156.0,Tallinn,,2024-12-15,75,5,1149.93,4,4,4,12,Loyal
2157.0,Tartu,,2025-02-05,23,2,1131.46,5,2,4,11,Loyal
2158.0,Haapsalu,,2024-10-06,145,2,1207.22,3,2,4,9,Potential
2159.0,Kuressaare,,2024-02-18,376,2,1070.58,1,2,4,7,Potential
2160.0,Haapsalu,,2024-02-02,392,2,598.4300000000001,1,2,2,5,At Risk
2162.0,Tallinn,,2024-09-16,165,2,451.82,3,2,2,7,Potential
2163.0,Viljandi,,2025-02-20,8,5,2542.08,5,4,5,14,VIP Champions
2164.0,Narva,silver,2024-02-08,386,1,205.0,1,1,1,3,Lost
2165.0,Tartu,,2024-10-22,129,3,902.9,3,3,3,9,Potential
2166.0,Tartu,bronze,2024-11-22,98,1,232.61,4,1,1,6,At Risk
2167.0,Tallinn,bronze,2024-10-10,141,5,2032.9099999999999,3,4,5,12,Loyal
2168.0,Tallinn,silver,2023-05-01,669,3,881.22,1,3,3,7,Potential
2169.0,Tallinn,gold,2024-08-12,200,1,53.01,3,1,1,5,At Risk
2170.0,Pärnu,,2025-02-05,23,1,327.28,5,1,1,7,Potential
2172.0,Tallinn,silver,2024-01-24,401,2,746.53,1,2,3,6,At Risk
2174.0,Jõhvi,bronze,2024-07-28,215,3,2285.2200000000003,2,3,5,10,Loyal
2175.0,Valga,,2024-10-28,123,6,1342.4,3,5,4,12,Loyal
2176.0,Haapsalu,gold,2024-09-16,165,3,777.0,3,3,3,9,Potential
2177.0,Pärnu,silver,2023-11-26,460,1,141.05,1,1,1,3,Lost
2178.0,Tallinn,silver,2026-03-11,-376,5,1878.1399999999999,5,4,5,14,VIP Champions
2179.0,Tartu,gold,2024-10-09,142,4,1374.26,3,4,4,11,Loyal
2180.0,Rakvere,bronze,2023-04-12,688,2,1451.98,1,2,5,8,Potential
2182.0,Tallinn,bronze,2024-12-22,68,1,26.79,4,1,1,6,At Risk
2183.0,Tallinn,bronze,2024-06-13,260,7,2139.4700000000003,2,5,5,12,Loyal
2184.0,Valga,,2023-11-22,464,2,553.85,1,2,2,5,At Risk
2186.0,Tallinn,gold,2024-03-24,341,2,240.06,1,2,1,4,At Risk
2187.0,Narva,bronze,2024-12-09,81,5,1175.46,4,5,4,13,VIP Champions
2189.0,Jõhvi,,2023-08-06,572,1,110.7,1,1,1,3,Lost
2190.0,Tartu,gold,2025-01-21,38,2,942.11,5,2,3,10,Loyal
2191.0,Tallinn,silver,2024-08-15,197,4,924.33,3,4,3,10,Loyal
2192.0,Kuressaare,,2024-12-23,67,8,2695.53,4,5,5,14,VIP Champions
2193.0,Tallinn,bronze,2024-12-05,85,3,1066.29,4,3,4,11,Loyal
2195.0,Tallinn,gold,2025-02-15,13,3,523.79,5,3,2,10,Loyal
2196.0,Pärnu,,2026-06-04,-461,11,4480.32,5,5,5,15,VIP Champions
2197.0,Valga,,2024-12-14,76,4,2231.4,4,4,5,13,VIP Champions
2198.0,Tallinn,,2025-01-22,37,1,458.02,5,1,2,8,Potential
2199.0,Pärnu,silver,2024-11-26,94,1,347.16,4,1,1,6,At Risk
2200.0,Tartu,,2024-07-21,222,5,1998.45,2,5,5,12,Loyal
2201.0,Tartu,gold,2024-06-16,257,2,172.52,2,2,1,5,At Risk
2202.0,Tallinn,,2024-07-06,237,3,1708.3400000000001,2,3,5,10,Loyal
2203.0,Pärnu,silver,2024-09-24,157,3,925.97,3,3,3,9,Potential
2204.0,Tartu,bronze,2025-02-24,4,1,166.27,5,1,1,7,Potential
2205.0,Tallinn,gold,2024-03-29,336,3,1127.92,1,3,4,8,Potential
2206.0,Viljandi,,2024-08-11,201,5,628.34,3,5,2,10,Loyal
2207.0,Viljandi,gold,2025-01-14,45,3,939.4599999999999,5,3,3,11,Loyal
2208.0,Tallinn,silver,2024-11-13,107,6,2265.19,4,5,5,14,VIP Champions
2209.0,Tallinn,silver,2024-08-11,201,3,995.6400000000001,3,3,4,10,Loyal
2210.0,Valga,gold,2024-11-28,92,2,723.3299999999999,4,2,3,9,Potential
2211.0,Tallinn,bronze,2024-05-12,292,3,760.31,2,3,3,8,Potential
2212.0,Pärnu,gold,2023-08-08,570,3,918.91,1,3,3,7,Potential
2213.0,Rakvere,,2024-09-17,164,3,1046.18,3,3,4,10,Loyal
2214.0,Võru,silver,2023-03-26,705,1,574.44,1,1,2,4,At Risk
2215.0,Tallinn,gold,2025-01-27,32,6,1537.23,5,5,5,15,VIP Champions
2216.0,Pärnu,gold,2024-03-16,349,2,341.6,1,2,1,4,At Risk
2217.0,Tallinn,gold,2024-08-07,205,5,1171.04,2,5,4,11,Loyal
2218.0,Paide,,2024-12-22,68,4,1374.1,4,4,4,12,Loyal
2219.0,Narva,silver,2024-10-08,143,1,181.11,3,1,1,5,At Risk
2220.0,Rakvere,gold,2024-11-29,91,3,722.73,4,3,3,10,Loyal
2221.0,Pärnu,,2025-12-14,-289,65,21610.39,5,5,5,15,VIP Champions
2222.0,Tallinn,,2024-12-12,78,6,1309.96,4,5,4,13,VIP Champions
2223.0,Tartu,,2023-07-25,584,3,784.34,1,3,3,7,Potential
2225.0,Tallinn,gold,2025-02-01,27,5,1044.45,5,5,4,14,VIP Champions
2226.0,Jõhvi,silver,2024-08-31,181,4,702.0,3,4,3,10,Loyal
2227.0,Narva,silver,2024-11-21,99,4,1040.72,4,4,4,12,Loyal
2228.0,Narva,gold,2024-11-04,116,4,737.26,4,4,3,11,Loyal
2229.0,Tallinn,bronze,2025-01-15,44,1,592.8,5,1,2,8,Potential
2230.0,Tallinn,gold,2023-10-22,495,4,814.97,1,4,3,8,Potential
2231.0,Tallinn,gold,2024-09-24,157,3,1071.04,3,3,4,10,Loyal
2232.0,Tallinn,silver,2023-10-28,489,1,166.27,1,1,1,3,Lost
2233.0,Tallinn,,2024-12-04,86,1,989.97,4,1,4,9,Potential
2235.0,Narva,,2024-12-09,81,4,988.37,4,4,4,12,Loyal
2236.0,Paide,gold,2024-08-21,191,2,235.49,3,2,1,6,At Risk
2238.0,Rakvere,gold,2024-12-30,60,2,447.65999999999997,4,2,2,8,Potential
2239.0,Tallinn,,2024-11-19,101,1,184.07,4,1,1,6,At Risk
2240.0,Tallinn,,2025-02-06,22,6,1603.35,5,5,5,15,VIP Champions
2241.0,Pärnu,,2024-06-15,258,3,612.84,2,3,2,7,Potential
2242.0,Tartu,,2025-02-04,24,5,1695.49,5,5,5,15,VIP Champions
2243.0,Pärnu,gold,2024-07-07,236,3,1078.13,2,3,4,9,Potential
2244.0,Rakvere,gold,2025-01-29,30,4,852.81,5,4,3,12,Loyal
2245.0,Tallinn,,2024-11-18,102,5,1724.15,4,5,5,14,VIP Champions
2246.0,Paide,silver,2025-01-21,38,2,126.08000000000001,5,2,1,8,Potential
2247.0,Jõhvi,silver,2024-08-21,191,3,1006.4100000000001,3,3,4,10,Loyal
2248.0,Tallinn,,2023-08-19,559,3,1829.2,1,3,5,9,Potential
2249.0,Tallinn,gold,2024-12-17,73,2,582.76,4,2,2,8,Potential
2250.0,Kuressaare,,2024-04-03,331,2,269.53999999999996,1,2,1,4,At Risk
2251.0,Tallinn,gold,2024-07-24,219,3,718.16,2,3,3,8,Potential
2252.0,Tallinn,,2024-12-30,60,4,1381.27,4,4,4,12,Loyal
2253.0,Tallinn,silver,2023-12-03,453,1,307.24,1,1,1,3,Lost
2254.0,Tallinn,,2023-10-19,498,1,848.85,1,1,3,5,At Risk
2255.0,Tallinn,,2024-11-28,92,3,577.66,4,3,2,9,Potential
2256.0,Pärnu,bronze,2024-09-12,169,5,2433.85,3,5,5,13,VIP Champions
2257.0,Tartu,,2024-11-30,90,7,2165.37,4,5,5,14,VIP Champions
2258.0,Tartu,,2024-11-04,116,1,15.09,4,1,1,6,At Risk
2259.0,Pärnu,,2024-05-12,292,3,646.35,2,3,3,8,Potential
2260.0,Tallinn,bronze,2024-11-09,111,2,317.53000000000003,4,2,1,7,Potential
2261.0,Tallinn,silver,2025-01-20,39,3,887.48,5,3,3,11,Loyal
2262.0,Tallinn,,2023-02-14,745,1,304.14,1,1,1,3,Lost
2264.0,Pärnu,,2024-12-27,63,5,528.28,4,5,2,11,Loyal
2265.0,Pärnu,silver,2024-02-07,387,4,1683.88,1,4,5,10,Loyal
2266.0,Pärnu,bronze,2024-07-23,220,2,371.47,2,2,2,6,At Risk
2267.0,Tartu,gold,2024-08-28,184,3,1240.48,3,3,4,10,Loyal
2269.0,Jõhvi,gold,2025-02-05,23,2,381.59999999999997,5,2,2,9,Potential
2270.0,Tallinn,silver,2024-12-11,79,7,2488.45,4,5,5,14,VIP Champions
2271.0,Pärnu,bronze,2025-02-20,8,1,231.13,5,1,1,7,Potential
2272.0,Võru,,2025-02-07,21,7,1574.51,5,5,5,15,VIP Champions
2273.0,Tartu,,2023-07-20,589,1,541.98,1,1,2,4,At Risk
2274.0,Tartu,gold,2024-10-09,142,3,417.47,3,3,2,8,Potential
2275.0,Tallinn,gold,2024-12-25,65,3,858.98,4,3,3,10,Loyal
2276.0,Tartu,gold,2024-03-19,346,2,693.0,1,2,3,6,At Risk
2277.0,Narva,gold,2024-04-14,320,3,1016.62,2,3,4,9,Potential
2279.0,Tartu,,2025-02-19,9,5,2683.8599999999997,5,5,5,15,VIP Champions
2281.0,Tartu,silver,2024-11-26,94,5,1148.76,4,5,4,13,VIP Champions
2282.0,Paide,,2024-12-12,78,3,732.34,4,3,3,10,Loyal
2284.0,Tallinn,silver,2023-06-04,635,1,210.36,1,1,1,3,Lost
2285.0,Pärnu,bronze,2025-01-15,44,5,2925.69,5,5,5,15,VIP Champions
2286.0,Tartu,silver,2024-12-23,67,1,727.29,4,1,3,8,Potential
2287.0,Valga,silver,2024-06-19,254,3,177.58,2,3,1,6,At Risk
2288.0,Tallinn,,2025-01-15,44,2,2015.75,5,2,5,12,Loyal
2289.0,Narva,gold,2024-07-20,223,2,562.2,2,2,2,6,At Risk
2290.0,Rakvere,bronze,2025-01-07,52,4,536.4,5,4,2,11,Loyal
2291.0,Pärnu,bronze,2024-04-17,317,2,986.24,2,2,4,8,Potential
2292.0,Haapsalu,gold,2024-11-26,94,1,86.14,4,1,1,6,At Risk
2293.0,Tartu,bronze,2024-06-11,262,1,417.66,2,1,2,5,At Risk
2294.0,Narva,,2024-10-06,145,3,1158.1299999999999,3,3,4,10,Loyal
2295.0,Tartu,gold,2024-07-16,227,3,889.21,2,3,3,8,Potential
2296.0,Viljandi,silver,2025-02-02,26,3,1432.91,5,3,5,13,VIP Champions
2297.0,Pärnu,,2024-12-11,79,3,556.09,4,3,2,9,Potential
2298.0,Tallinn,silver,2024-11-29,91,4,636.19,4,4,3,11,Loyal
2299.0,Pärnu,silver,2024-03-26,339,5,2115.43,1,5,5,11,Loyal
2300.0,Tallinn,,2024-11-14,106,3,689.77,4,3,3,10,Loyal
2301.0,Tartu,bronze,2025-01-23,36,3,657.58,5,3,3,11,Loyal
2302.0,Tartu,silver,2024-12-30,60,5,2127.16,4,5,5,14,VIP Champions
2303.0,Pärnu,,2024-12-03,87,3,1795.17,4,3,5,12,Loyal
2304.0,Tallinn,bronze,2024-12-04,86,4,1160.54,4,4,4,12,Loyal
2305.0,Paide,silver,2023-12-03,453,2,724.08,1,2,3,6,At Risk
2306.0,Narva,,2024-01-25,400,2,574.12,1,2,2,5,At Risk
2307.0,Kuressaare,,2024-08-30,182,2,616.51,3,2,2,7,Potential
2308.0,Tallinn,,2023-11-16,470,1,269.85,1,1,1,3,Lost
2309.0,Tartu,gold,2023-08-15,563,1,67.75,1,1,1,3,Lost
2310.0,Tallinn,bronze,2023-10-19,498,1,153.11,1,1,1,3,Lost
2311.0,Viljandi,silver,2024-01-18,407,3,741.72,1,3,3,7,Potential
2312.0,Tartu,bronze,2025-12-26,-301,5,1301.72,5,5,4,14,VIP Champions
2313.0,Pärnu,,2025-01-22,37,1,1129.05,5,1,4,10,Loyal
2315.0,Narva,silver,2024-12-25,65,2,229.17000000000002,4,2,1,7,Potential
2317.0,Haapsalu,,2024-03-24,341,5,2142.56,1,5,5,11,Loyal
2318.0,Tartu,gold,2025-01-31,28,11,3148.8,5,5,5,15,VIP Champions
2319.0,Tartu,silver,2024-05-23,281,1,201.14,2,1,1,4,At Risk
2323.0,Tallinn,bronze,2025-02-23,5,1,385.32,5,1,2,8,Potential
2324.0,Tartu,silver,2024-09-15,166,3,949.1399999999999,3,3,3,9,Potential
2326.0,Tallinn,,2024-12-20,70,3,951.23,4,3,3,10,Loyal
2327.0,Tallinn,bronze,2024-05-17,287,4,2282.28,2,4,5,11,Loyal
2328.0,Paide,silver,2025-02-02,26,2,420.52,5,2,2,9,Potential
2329.0,Rakvere,,2025-02-27,1,1,198.29,5,1,1,7,Potential
2330.0,Pärnu,gold,2024-10-08,143,5,1426.6,3,5,5,13,VIP Champions
2331.0,Tallinn,,2025-02-19,9,6,1215.71,5,5,4,14,VIP Champions
2332.0,Pärnu,bronze,2024-12-27,63,3,1278.22,4,3,4,11,Loyal
2333.0,Tallinn,,2025-02-08,20,2,1732.25,5,2,5,12,Loyal
2334.0,Tallinn,,2025-02-21,7,1,318.5,5,1,1,7,Potential
2335.0,Tartu,silver,2024-12-08,82,5,1602.8700000000001,4,5,5,14,VIP Champions
2336.0,Rakvere,,2024-11-11,109,2,861.12,4,2,3,9,Potential
2337.0,Tartu,,2024-10-10,141,5,1569.08,3,5,5,13,VIP Champions
2338.0,Tallinn,silver,2023-11-06,480,2,368.82,1,2,2,5,At Risk
2339.0,Kuressaare,bronze,2023-10-05,512,2,661.17,1,2,3,6,At Risk
2341.0,Tallinn,silver,2024-09-28,153,1,94.76,3,1,1,5,At Risk
2342.0,Pärnu,,2024-06-23,250,3,880.46,2,3,3,8,Potential
2343.0,Jõhvi,gold,2024-12-23,67,7,3118.4500000000003,4,5,5,14,VIP Champions
2344.0,Tartu,gold,2023-08-14,564,3,620.4300000000001,1,3,2,6,At Risk
2346.0,Tallinn,,2024-11-05,115,4,754.0,4,4,3,11,Loyal
2347.0,Pärnu,bronze,2024-11-06,114,4,610.02,4,4,2,10,Loyal
2348.0,Haapsalu,bronze,2025-02-19,9,3,1432.38,5,3,5,13,VIP Champions
2349.0,Jõhvi,silver,2025-02-18,10,5,1932.51,5,5,5,15,VIP Champions
2350.0,Haapsalu,,2024-09-09,172,3,532.15,3,3,2,8,Potential
2351.0,Tartu,gold,2025-02-25,3,4,1632.3,5,4,5,14,VIP Champions
2353.0,Tallinn,,2024-06-25,248,4,697.72,2,4,3,9,Potential
2354.0,Tallinn,bronze,2024-11-27,93,1,328.86,4,1,1,6,At Risk
2355.0,Pärnu,,2024-06-08,265,4,1556.09,2,4,5,11,Loyal
2356.0,Tallinn,,2024-04-01,333,2,1273.31,1,2,4,7,Potential
2357.0,Kuressaare,gold,2024-03-27,338,2,330.24,1,2,1,4,At Risk
2358.0,Narva,,2024-10-07,144,1,154.71,3,1,1,5,At Risk
2359.0,Tallinn,,2024-07-15,228,3,776.53,2,3,3,8,Potential
2360.0,Tallinn,bronze,2024-07-22,221,3,720.85,2,3,3,8,Potential
2362.0,Tartu,,2024-08-14,198,2,478.46999999999997,3,2,2,7,Potential
2363.0,Tallinn,gold,2025-01-16,43,5,1857.31,5,5,5,15,VIP Champions
2365.0,Tallinn,silver,2024-10-16,135,3,733.0899999999999,3,3,3,9,Potential
2366.0,Tallinn,bronze,2025-02-09,19,4,422.29999999999995,5,4,2,11,Loyal
2367.0,Tallinn,gold,2023-08-30,548,1,520.86,1,1,2,4,At Risk
2368.0,Tallinn,,2024-07-30,213,3,1070.57,2,3,4,9,Potential
2369.0,Tallinn,,2024-10-04,147,3,756.3,3,3,3,9,Potential
2370.0,Kuressaare,gold,2024-04-21,313,3,742.4100000000001,2,3,3,8,Potential
2371.0,Tartu,gold,2025-01-30,29,4,1542.46,5,4,5,14,VIP Champions
2372.0,Narva,gold,2023-01-24,766,1,421.52,1,1,2,4,At Risk
2373.0,Pärnu,silver,2024-08-01,211,4,904.22,2,4,3,9,Potential
2374.0,Tallinn,,2025-02-04,24,2,249.3,5,2,1,8,Potential
2375.0,Tartu,gold,2024-08-21,191,3,883.77,3,3,3,9,Potential
2377.0,Valga,bronze,2023-08-20,558,3,568.51,1,3,2,6,At Risk
2378.0,Tallinn,,2025-02-04,24,2,397.3,5,2,2,9,Potential
2379.0,Pärnu,,2024-07-03,240,3,1171.6399999999999,2,3,4,9,Potential
2380.0,Tartu,gold,2024-11-30,90,6,1516.83,4,5,5,14,VIP Champions
2381.0,Narva,bronze,2024-07-13,230,3,1391.22,2,3,4,9,Potential
2382.0,Tallinn,bronze,2024-12-15,75,3,740.83,4,3,3,10,Loyal
2383.0,Pärnu,,2025-02-25,3,1,310.9,5,1,1,7,Potential
